Tipo de Delito: Nivel 1;Tipo de Delito: Nivel 2;Tipo de Delito: Nivel 3;Tipo de Delito: Nivel 4;Sexo del infractor;Periodo;Total
A Delitos;20 Contra la Administración de Justicia;;;Total;2023;22.248
A Delitos;20 Contra la Administración de Justicia;;;Total;2022;21.448
A Delitos;20 Contra la Administración de Justicia;;;Total;2021;20.061
A Delitos;20 Contra la Administración de Justicia;;;Total;2020;16.187
A Delitos;20 Contra la Administración de Justicia;;;Total;2019;20.435
A Delitos;20 Contra la Administración de Justicia;;;Total;2018;19.890
A Delitos;20 Contra la Administración de Justicia;;;Total;2017;19.993
A Delitos;20 Contra la Administración de Justicia;;;Total;2016;19.462
A Delitos;20 Contra la Administración de Justicia;;;Total;2015;19.140
A Delitos;20 Contra la Administración de Justicia;;;Total;2014;18.764
A Delitos;20 Contra la Administración de Justicia;;;Total;2013;17.117
A Delitos;20 Contra la Administración de Justicia;;;Hombres;2023;20.255
A Delitos;20 Contra la Administración de Justicia;;;Hombres;2022;19.223
A Delitos;20 Contra la Administración de Justicia;;;Hombres;2021;17.558
A Delitos;20 Contra la Administración de Justicia;;;Hombres;2020;14.129
A Delitos;20 Contra la Administración de Justicia;;;Hombres;2019;17.478
A Delitos;20 Contra la Administración de Justicia;;;Hombres;2018;16.833
A Delitos;20 Contra la Administración de Justicia;;;Hombres;2017;16.748
A Delitos;20 Contra la Administración de Justicia;;;Hombres;2016;16.202
A Delitos;20 Contra la Administración de Justicia;;;Hombres;2015;15.889
A Delitos;20 Contra la Administración de Justicia;;;Hombres;2014;15.683
A Delitos;20 Contra la Administración de Justicia;;;Hombres;2013;14.695
A Delitos;20 Contra la Administración de Justicia;;;Mujeres;2023;1.993
A Delitos;20 Contra la Administración de Justicia;;;Mujeres;2022;2.225
A Delitos;20 Contra la Administración de Justicia;;;Mujeres;2021;2.503
A Delitos;20 Contra la Administración de Justicia;;;Mujeres;2020;2.058
A Delitos;20 Contra la Administración de Justicia;;;Mujeres;2019;2.957
A Delitos;20 Contra la Administración de Justicia;;;Mujeres;2018;3.057
A Delitos;20 Contra la Administración de Justicia;;;Mujeres;2017;3.245
A Delitos;20 Contra la Administración de Justicia;;;Mujeres;2016;3.260
A Delitos;20 Contra la Administración de Justicia;;;Mujeres;2015;3.251
A Delitos;20 Contra la Administración de Justicia;;;Mujeres;2014;3.081
A Delitos;20 Contra la Administración de Justicia;;;Mujeres;2013;2.422
A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;;Total;2023;543
A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;;Total;2022;814
A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;;Total;2021;1.185
A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;;Total;2020;1.413
A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;;Total;2019;2.255
A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;;Total;2018;2.562
A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;;Total;2017;2.941
A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;;Total;2016;3.221
A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;;Total;2015;3.591
A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;;Total;2014;3.418
A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;;Total;2013;2.767
A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;;Hombres;2023;301
A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;;Hombres;2022;468
A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;;Hombres;2021;668
A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;;Hombres;2020;825
A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;;Hombres;2019;1.300
A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;;Hombres;2018;1.478
A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;;Hombres;2017;1.664
A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;;Hombres;2016;1.844
A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;;Hombres;2015;2.095
A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;;Hombres;2014;1.992
A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;;Hombres;2013;1.717
A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;;Mujeres;2023;242
A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;;Mujeres;2022;346
A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;;Mujeres;2021;517
A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;;Mujeres;2020;588
A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;;Mujeres;2019;955
A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;;Mujeres;2018;1.084
A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;;Mujeres;2017;1.277
A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;;Mujeres;2016;1.377
A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;;Mujeres;2015;1.496
A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;;Mujeres;2014;1.426
A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;;Mujeres;2013;1.050
A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;20.5.1 Acusación y denuncias falsas;Total;2023;213
A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;20.5.1 Acusación y denuncias falsas;Total;2022;239
A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;20.5.1 Acusación y denuncias falsas;Total;2021;286
A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;20.5.1 Acusación y denuncias falsas;Total;2020;270
A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;20.5.1 Acusación y denuncias falsas;Total;2019;434
A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;20.5.1 Acusación y denuncias falsas;Total;2018;502
A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;20.5.1 Acusación y denuncias falsas;Total;2017;553
A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;20.5.1 Acusación y denuncias falsas;Total;2016;544
A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;20.5.1 Acusación y denuncias falsas;Total;2015;560
A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;20.5.1 Acusación y denuncias falsas;Total;2014;585
A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;20.5.1 Acusación y denuncias falsas;Total;2013;500
A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;20.5.1 Acusación y denuncias falsas;Hombres;2023;83
A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;20.5.1 Acusación y denuncias falsas;Hombres;2022;93
A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;20.5.1 Acusación y denuncias falsas;Hombres;2021;104
A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;20.5.1 Acusación y denuncias falsas;Hombres;2020;107
A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;20.5.1 Acusación y denuncias falsas;Hombres;2019;201
A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;20.5.1 Acusación y denuncias falsas;Hombres;2018;241
A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;20.5.1 Acusación y denuncias falsas;Hombres;2017;289
A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;20.5.1 Acusación y denuncias falsas;Hombres;2016;279
A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;20.5.1 Acusación y denuncias falsas;Hombres;2015;295
A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;20.5.1 Acusación y denuncias falsas;Hombres;2014;317
A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;20.5.1 Acusación y denuncias falsas;Hombres;2013;279
A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;20.5.1 Acusación y denuncias falsas;Mujeres;2023;130
A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;20.5.1 Acusación y denuncias falsas;Mujeres;2022;146
A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;20.5.1 Acusación y denuncias falsas;Mujeres;2021;182
A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;20.5.1 Acusación y denuncias falsas;Mujeres;2020;163
A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;20.5.1 Acusación y denuncias falsas;Mujeres;2019;233
A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;20.5.1 Acusación y denuncias falsas;Mujeres;2018;261
A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;20.5.1 Acusación y denuncias falsas;Mujeres;2017;264
A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;20.5.1 Acusación y denuncias falsas;Mujeres;2016;265
A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;20.5.1 Acusación y denuncias falsas;Mujeres;2015;265
A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;20.5.1 Acusación y denuncias falsas;Mujeres;2014;268
A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;20.5.1 Acusación y denuncias falsas;Mujeres;2013;221
A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;20.5.2 Simulación del delito;Total;2023;330
A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;20.5.2 Simulación del delito;Total;2022;575
A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;20.5.2 Simulación del delito;Total;2021;899
A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;20.5.2 Simulación del delito;Total;2020;1.143
A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;20.5.2 Simulación del delito;Total;2019;1.821
A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;20.5.2 Simulación del delito;Total;2018;2.060
A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;20.5.2 Simulación del delito;Total;2017;2.388
A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;20.5.2 Simulación del delito;Total;2016;2.677
A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;20.5.2 Simulación del delito;Total;2015;3.031
A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;20.5.2 Simulación del delito;Total;2014;2.833
A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;20.5.2 Simulación del delito;Total;2013;2.267
A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;20.5.2 Simulación del delito;Hombres;2023;218
A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;20.5.2 Simulación del delito;Hombres;2022;375
A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;20.5.2 Simulación del delito;Hombres;2021;564
A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;20.5.2 Simulación del delito;Hombres;2020;718
A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;20.5.2 Simulación del delito;Hombres;2019;1.099
A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;20.5.2 Simulación del delito;Hombres;2018;1.237
A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;20.5.2 Simulación del delito;Hombres;2017;1.375
A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;20.5.2 Simulación del delito;Hombres;2016;1.565
A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;20.5.2 Simulación del delito;Hombres;2015;1.800
A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;20.5.2 Simulación del delito;Hombres;2014;1.675
A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;20.5.2 Simulación del delito;Hombres;2013;1.438
A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;20.5.2 Simulación del delito;Mujeres;2023;112
A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;20.5.2 Simulación del delito;Mujeres;2022;200
A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;20.5.2 Simulación del delito;Mujeres;2021;335
A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;20.5.2 Simulación del delito;Mujeres;2020;425
A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;20.5.2 Simulación del delito;Mujeres;2019;722
A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;20.5.2 Simulación del delito;Mujeres;2018;823
A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;20.5.2 Simulación del delito;Mujeres;2017;1.013
A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;20.5.2 Simulación del delito;Mujeres;2016;1.112
A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;20.5.2 Simulación del delito;Mujeres;2015;1.231
A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;20.5.2 Simulación del delito;Mujeres;2014;1.158
A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;20.5.2 Simulación del delito;Mujeres;2013;829
A Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;;Total;2023;21.024
A Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;;Total;2022;19.798
A Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;;Total;2021;18.019
A Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;;Total;2020;14.056
A Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;;Total;2019;17.182
A Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;;Total;2018;16.326
A Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;;Total;2017;15.894
A Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;;Total;2016;15.144
A Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;;Total;2015;14.499
A Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;;Total;2014;14.180
A Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;;Total;2013;13.412
A Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;;Hombres;2023;19.476
A Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;;Hombres;2022;18.185
A Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;;Hombres;2021;16.348
A Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;;Hombres;2020;12.810
A Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;;Hombres;2019;15.492
A Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;;Hombres;2018;14.670
A Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;;Hombres;2017;14.277
A Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;;Hombres;2016;13.592
A Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;;Hombres;2015;13.025
A Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;;Hombres;2014;12.825
A Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;;Hombres;2013;12.281
A Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;;Mujeres;2023;1.548
A Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;;Mujeres;2022;1.613
A Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;;Mujeres;2021;1.671
A Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;;Mujeres;2020;1.246
A Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;;Mujeres;2019;1.690
A Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;;Mujeres;2018;1.656
A Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;;Mujeres;2017;1.617
A Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;;Mujeres;2016;1.552
A Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;;Mujeres;2015;1.474
A Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;;Mujeres;2014;1.355
A Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;;Mujeres;2013;1.131
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;Total;2023;681
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;Total;2022;836
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;Total;2021;857
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;Total;2020;718
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;Total;2019;998
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;Total;2018;1.002
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;Total;2017;1.158
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;Total;2016;1.097
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;Total;2015;1.050
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;Total;2014;1.166
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;Total;2013;938
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;Hombres;2023;478
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;Hombres;2022;570
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;Hombres;2021;542
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;Hombres;2020;494
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;Hombres;2019;686
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;Hombres;2018;685
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;Hombres;2017;807
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;Hombres;2016;766
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;Hombres;2015;769
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;Hombres;2014;866
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;Hombres;2013;697
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;Mujeres;2023;203
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;Mujeres;2022;266
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;Mujeres;2021;315
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;Mujeres;2020;224
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;Mujeres;2019;312
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;Mujeres;2018;317
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;Mujeres;2017;351
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;Mujeres;2016;331
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;Mujeres;2015;281
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;Mujeres;2014;300
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;Mujeres;2013;241
A Delitos;22 Contra el orden público;;;Total;2023;17.850
A Delitos;22 Contra el orden público;;;Total;2022;18.264
A Delitos;22 Contra el orden público;;;Total;2021;16.727
A Delitos;22 Contra el orden público;;;Total;2020;12.640
A Delitos;22 Contra el orden público;;;Total;2019;15.170
A Delitos;22 Contra el orden público;;;Total;2018;14.944
A Delitos;22 Contra el orden público;;;Total;2017;14.753
A Delitos;22 Contra el orden público;;;Total;2016;14.394
A Delitos;22 Contra el orden público;;;Total;2015;13.745
A Delitos;22 Contra el orden público;;;Total;2014;13.317
A Delitos;22 Contra el orden público;;;Total;2013;12.744
A Delitos;22 Contra el orden público;;;Hombres;2023;15.007
A Delitos;22 Contra el orden público;;;Hombres;2022;15.444
A Delitos;22 Contra el orden público;;;Hombres;2021;14.159
A Delitos;22 Contra el orden público;;;Hombres;2020;10.704
A Delitos;22 Contra el orden público;;;Hombres;2019;12.780
A Delitos;22 Contra el orden público;;;Hombres;2018;12.764
A Delitos;22 Contra el orden público;;;Hombres;2017;12.606
A Delitos;22 Contra el orden público;;;Hombres;2016;12.420
A Delitos;22 Contra el orden público;;;Hombres;2015;11.923
A Delitos;22 Contra el orden público;;;Hombres;2014;11.649
A Delitos;22 Contra el orden público;;;Hombres;2013;11.266
A Delitos;22 Contra el orden público;;;Mujeres;2023;2.843
A Delitos;22 Contra el orden público;;;Mujeres;2022;2.820
A Delitos;22 Contra el orden público;;;Mujeres;2021;2.568
A Delitos;22 Contra el orden público;;;Mujeres;2020;1.936
A Delitos;22 Contra el orden público;;;Mujeres;2019;2.390
A Delitos;22 Contra el orden público;;;Mujeres;2018;2.180
A Delitos;22 Contra el orden público;;;Mujeres;2017;2.147
A Delitos;22 Contra el orden público;;;Mujeres;2016;1.974
A Delitos;22 Contra el orden público;;;Mujeres;2015;1.822
A Delitos;22 Contra el orden público;;;Mujeres;2014;1.668
A Delitos;22 Contra el orden público;;;Mujeres;2013;1.478
A Delitos;22 Contra el orden público;22.2 Atentados contra la autoridad y de la resistencia y desobediencia;;Total;2023;15.604
A Delitos;22 Contra el orden público;22.2 Atentados contra la autoridad y de la resistencia y desobediencia;;Total;2022;15.948
A Delitos;22 Contra el orden público;22.2 Atentados contra la autoridad y de la resistencia y desobediencia;;Total;2021;14.664
A Delitos;22 Contra el orden público;22.2 Atentados contra la autoridad y de la resistencia y desobediencia;;Total;2020;10.993
A Delitos;22 Contra el orden público;22.2 Atentados contra la autoridad y de la resistencia y desobediencia;;Total;2019;12.966
A Delitos;22 Contra el orden público;22.2 Atentados contra la autoridad y de la resistencia y desobediencia;;Total;2018;13.198
A Delitos;22 Contra el orden público;22.2 Atentados contra la autoridad y de la resistencia y desobediencia;;Total;2017;12.919
A Delitos;22 Contra el orden público;22.2 Atentados contra la autoridad y de la resistencia y desobediencia;;Total;2016;12.768
A Delitos;22 Contra el orden público;22.2 Atentados contra la autoridad y de la resistencia y desobediencia;;Total;2015;11.882
A Delitos;22 Contra el orden público;22.2 Atentados contra la autoridad y de la resistencia y desobediencia;;Total;2014;11.797
A Delitos;22 Contra el orden público;22.2 Atentados contra la autoridad y de la resistencia y desobediencia;;Total;2013;11.518
A Delitos;22 Contra el orden público;22.2 Atentados contra la autoridad y de la resistencia y desobediencia;;Hombres;2023;13.061
A Delitos;22 Contra el orden público;22.2 Atentados contra la autoridad y de la resistencia y desobediencia;;Hombres;2022;13.389
A Delitos;22 Contra el orden público;22.2 Atentados contra la autoridad y de la resistencia y desobediencia;;Hombres;2021;12.315
A Delitos;22 Contra el orden público;22.2 Atentados contra la autoridad y de la resistencia y desobediencia;;Hombres;2020;9.236
A Delitos;22 Contra el orden público;22.2 Atentados contra la autoridad y de la resistencia y desobediencia;;Hombres;2019;10.843
A Delitos;22 Contra el orden público;22.2 Atentados contra la autoridad y de la resistencia y desobediencia;;Hombres;2018;11.183
A Delitos;22 Contra el orden público;22.2 Atentados contra la autoridad y de la resistencia y desobediencia;;Hombres;2017;10.970
A Delitos;22 Contra el orden público;22.2 Atentados contra la autoridad y de la resistencia y desobediencia;;Hombres;2016;10.937
A Delitos;22 Contra el orden público;22.2 Atentados contra la autoridad y de la resistencia y desobediencia;;Hombres;2015;10.284
A Delitos;22 Contra el orden público;22.2 Atentados contra la autoridad y de la resistencia y desobediencia;;Hombres;2014;10.272
A Delitos;22 Contra el orden público;22.2 Atentados contra la autoridad y de la resistencia y desobediencia;;Hombres;2013;10.129
A Delitos;22 Contra el orden público;22.2 Atentados contra la autoridad y de la resistencia y desobediencia;;Mujeres;2023;2.543
A Delitos;22 Contra el orden público;22.2 Atentados contra la autoridad y de la resistencia y desobediencia;;Mujeres;2022;2.559
A Delitos;22 Contra el orden público;22.2 Atentados contra la autoridad y de la resistencia y desobediencia;;Mujeres;2021;2.349
A Delitos;22 Contra el orden público;22.2 Atentados contra la autoridad y de la resistencia y desobediencia;;Mujeres;2020;1.757
A Delitos;22 Contra el orden público;22.2 Atentados contra la autoridad y de la resistencia y desobediencia;;Mujeres;2019;2.123
A Delitos;22 Contra el orden público;22.2 Atentados contra la autoridad y de la resistencia y desobediencia;;Mujeres;2018;2.015
